workflow,openmlid,parallel tasks assigned,num cores per task,memory limit per task
lcdb.workflow.keras.DenseNNWorkflow,41163,5,38,128
lcdb.workflow.keras.DenseNNWorkflow,41164,11,17,128
lcdb.workflow.keras.DenseNNWorkflow,41165,14,13,128
lcdb.workflow.keras.DenseNNWorkflow,41166,21,9,128
lcdb.workflow.keras.DenseNNWorkflow,41167,46,4,128
lcdb.workflow.keras.DenseNNWorkflow,41168,19,10,128
lcdb.workflow.keras.DenseNNWorkflow,41169,16,12,128
lcdb.workflow.keras.DenseNNWorkflow,42732,8,24,128
lcdb.workflow.keras.DenseNNWorkflow,42733,10,19,128
lcdb.workflow.keras.DenseNNWorkflow,42734,13,14,128
lcdb.workflow.keras.DenseNNWorkflow,42742,38,5,128
lcdb.workflow.keras.DenseNNWorkflow,42746,6,32,128
lcdb.workflow.keras.DenseNNWorkflow,42769,13,14,128
lcdb.workflow.keras.DenseNNWorkflow,43072,2,96,128
