pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_alpha,reg_lambda,subsample
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9117166964266,0.0005211834038,0.002672637262,25,3.401382e-05,0.0005040803246,1.60122068e-05,0.9155940793034
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7263250612058,0.0015365555483,0.9506568976559,32,6.61626026e-05,0.0310894880471,3.77043736e-05,0.7769479671979
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4148312138878,7.5463299e-06,0.0348379706688,15,0.0994749700709,0.0036931015497,0.0866473027599,0.8880928985572
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6230979001778,0.0132533072721,9.62828002e-05,2,0.186202192609,5.6952917e-06,0.0121327388955,0.8888916333084
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3361844494446,2.4966826e-06,0.000312393093,5,15.760741775824,0.0334065855296,1.2861072e-06,0.5355439503151
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9957784845113,0.0002283591483,5.116199e-06,8,0.0293470567313,0.0282403391727,1.2851169e-06,0.6712032828005
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3400452911255,0.1622638946319,0.0673147251332,4,0.0020171693313,5.3597378e-06,0.0037327714718,0.7395107527265
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4929628531244,0.7137798531978,0.0024823048602,23,8.5802619e-06,0.0034723296644,0.0097812571221,0.9726123607902
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7719163962616,0.0001232542963,0.0006904867734,3,2.7226586334707,0.0001302989238,6.1700266e-06,0.949114400508
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4791268736798,0.0164753052014,0.0005348463489,3,2.148891e-06,0.0007784419649,0.0070232856364,0.7115159914656
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8817620452736,0.0122283490799,2.485097e-05,25,2.4894724497982,0.0004611213236,3.26937394e-05,0.5478329637435
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4993828764656,0.5102303444658,4.39576875e-05,13,0.0003342617741,4.5728469e-06,0.0001323400453,0.7022711434402
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7100110603461,0.0010994304101,8.73806483e-05,11,6.5297475624307,9.9016501e-06,0.0003767558905,0.7679516663206
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8687016622238,0.0003562815838,1.024925e-06,14,2.421318570806,3.5235764e-06,5.3969314e-06,0.9521985956995
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.870004174529,8.5739173e-06,0.0017734135041,3,0.1760091129286,1.63160266e-05,1.1707972577113,0.6474396335706
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9259659382828,0.0027641862514,0.8699123447892,10,1.4460066e-06,0.2351135445702,1.36684425278,0.6544320728345
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9797379447814,0.0003172705549,9.3175956e-05,13,0.1552580234178,1.4273088e-06,0.0006367500549,0.8135916172739
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8152881131703,3.38524798e-05,0.0007346370673,4,0.0164657100837,0.0005243644503,4.19086819e-05,0.7525957775357
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7125898981284,1.87165994e-05,0.1900822057281,21,7.81039939e-05,0.1113587147409,1.0968124240236,0.5979344795294
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8626595287767,0.0003756308179,0.0016113824833,9,0.0213547386584,4.2828213e-06,0.1427592290078,0.5723636244213
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4635513190342,1.5091076078269,0.0037268729263,8,2.3765864016504,2.72163676e-05,0.0365920016917,0.7447486049027
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5743791631957,1.3336653776948,0.0001409097634,22,3.81041285e-05,0.0383371140949,0.0008126245227,0.8896954782001
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9372992978646,43.5878577076405,0.0007118941733,3,0.000354088468,0.0120294923841,0.0003864281122,0.8894156257784
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9926857515198,0.001888579464,0.0012948005185,2,4.600298e-06,0.0035288246902,0.0814147590148,0.9879018436603
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9766767719508,8.4213206952539,0.0375374395456,17,0.694725537949,1.2064628e-05,0.001879755524,0.691359099079
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5580608900521,19.428822665577,0.1729115525349,3,5.5665313e-06,0.1014760932518,0.0145327522974,0.6959946634051
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4224282892581,0.0006738592026,0.0095907781953,2,6.9923839030861,7.781343e-06,0.0036948682783,0.5009097473903
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5001453507607,0.0064998932552,0.0005002706323,4,0.0068241347818,7.0691236e-06,0.0307256877652,0.9149586825977
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.336093389153,0.0004469088222,0.1171627093793,3,0.0001124085802,0.1022208909133,3.917044e-06,0.823314222034
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3054694162555,6.8956487e-06,2.17775533e-05,4,3.3539686e-06,0.00021207392,0.0002395531201,0.8849610593659
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3248863986578,0.0013772919169,0.0001282234604,2,1.3729106956956,9.32845723e-05,1.12936413e-05,0.7353115999724
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7700524550835,33.1340175722867,5.37015819e-05,7,0.000879396848,5.70060506e-05,3.35062538e-05,0.9600967443204
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4013992695913,2.6250507433753,0.0003644635936,14,4.3729606750228,0.0001115986626,1.84246731e-05,0.5145568989164
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6337391370388,0.8851530936471,0.0292982284277,25,0.2557688442767,0.0001399757109,0.0014840512717,0.5576405913689
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5947123645024,6.1354888e-06,1.01401154e-05,16,4.2814486e-06,0.0244249523662,1.3172718e-06,0.6880086674858
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9419643858409,1.2140716e-06,0.2038309284149,2,0.6236111519041,3.26512142e-05,1.1857381008529,0.5425529540568
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9564198990762,1.23767932e-05,0.0022716977957,9,1.492668521871,0.0001121738799,0.0018621155932,0.5439439409825
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8784323344185,0.001085766856,0.0003414209661,2,5.6481248e-06,0.077791473504,2.1441476e-06,0.7834363396753
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8473409464024,15.4939065645865,6.130467e-06,10,0.1072295695986,0.5672691332702,0.019844570635,0.608061009785
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8863129615572,1.09909253e-05,0.0048135386312,8,4.55507787e-05,0.0072693876837,4.94619995e-05,0.8132676052786
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9510728582974,0.0294379102024,8.04878045e-05,2,0.0003287494377,4.5957153e-06,4.7070174e-06,0.9646999110726
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6963491384642,0.0152249263724,0.0242284082516,16,1.13181239e-05,0.0025854800576,0.1705172935224,0.9119411048516
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6133270885049,1.80160956e-05,0.7200829876315,12,2.1316151e-06,0.00902928824,1.76612624e-05,0.6242151937769
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8855348928818,1.5408724650017,1.31235463e-05,7,2.7271851090841,9.5247912e-05,4.5715112e-06,0.5448314630557
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6036587944146,1.8713269e-06,1.66363e-06,26,10.0328104953375,0.1649131116574,2.2833331e-06,0.975096234108
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.499881052519,4.1173465e-06,1.64382457e-05,7,0.2612231200821,0.0847036344862,0.0389640592954,0.9972479656867
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6445587460233,4.0045862253647,0.0024433693018,7,1.7126717e-05,0.0042172060001,0.0134550025583,0.6872474497326
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.55293201386,0.0005030059631,6.1111921e-06,3,1.0159015e-06,8.1987488e-06,1.1263232e-06,0.7303386305713
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7055456152305,48.0734284998888,0.0001683719545,12,0.0005344111187,0.0247868611345,2.48631144e-05,0.572666830665
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6507534745808,7.00102933e-05,1.47458494e-05,3,0.0123783657803,0.4381459356683,0.0275564085827,0.8550903963888
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6734940837705,10.6979394046491,0.0234688506158,4,0.0013470175712,3.76612382e-05,9.0916789e-06,0.7109168034264
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3290559827601,0.0301518130761,1.0458061e-06,14,0.1023600550261,1.0982686455788,0.0043064953687,0.9015075726272
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4667172242375,0.0011771596266,1.7414139e-06,4,0.000122788873,0.0724435191785,2.20346061e-05,0.7886483557123
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5316360471046,1.0133153548576,0.0245497075929,10,0.0001500161689,7.80432328e-05,0.0006770780015,0.5213919045833
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3715277551469,3.5976532824908,0.6479505795427,30,1.1104147e-06,0.0077020867347,0.2921855481121,0.6674772702518
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7189477187509,0.0002755962772,0.0034927441927,2,0.0652654788959,8.70480515e-05,8.06620332e-05,0.9042980853351
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4183506167858,0.0052807299256,2.7848371e-06,6,2.2347855242494,4.2339924e-06,0.0210054797576,0.844056940692
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4014821645045,0.188128049369,0.0608838046215,24,7.5256057999316,0.1559500391669,0.0005775946931,0.8162659736895
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6412007889514,0.2814460815827,1.4488688e-06,10,0.0255092504172,0.0156772576462,4.0353122e-06,0.836252321158
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6468603267341,0.0001351331641,0.5953919400371,11,29.7122464422988,1.91778e-05,5.3722953e-06,0.8645541485845
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8418370480912,0.0079457171821,0.0012651451794,18,4.3217073104673,1.0734554808052,0.000628177234,0.6242716621223
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4229042354782,0.0003910498647,3.42230589e-05,25,0.0057332554917,8.6706998e-06,1.124821e-05,0.6387439732827
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4067927998914,0.0096509989528,9.2248138e-06,25,0.0508352885869,0.2624303036176,0.202526963532,0.8224085443517
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9335321080475,6.17242584e-05,0.3160537704308,5,0.0002294879732,4.44343277e-05,0.0001067832013,0.9928268806754
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7862526559617,3.5163795e-05,8.86003081e-05,30,0.0001891180845,1.9370481e-06,9.9633113e-06,0.7628394613747
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8156013541296,0.5366895525442,0.0009594500842,2,9.488723e-06,0.0063820254352,0.0351452031089,0.6702700993827
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8907780393284,0.0010257902753,0.0003986477406,11,0.0123968236136,0.0005540371923,3.39605102e-05,0.5171712484118
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6775980466195,6.53812989e-05,0.0004085950705,8,4.1016169e-06,8.28719418e-05,0.0207441476302,0.908135620655
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6418838494347,5.0232425326274,0.039043573741,3,0.0022581290705,0.0001042223768,0.0003285861333,0.8376133763887
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6893801461084,0.001366929812,0.4082723004619,9,0.0002597706154,0.0188829550741,0.0002829280852,0.8714684485699
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8019125782525,8.0260778e-06,0.0066168008464,2,0.8571784520195,0.0009357378412,4.5135306e-06,0.56432629722
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5736561136066,0.3366276893025,0.5531327011612,9,0.0007291326399,0.0013384251919,1.0193374e-06,0.8017273786689
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3666177727019,0.0001532892628,1.38889051e-05,22,5.8325362293382,2.1287315e-06,0.9178384560904,0.5661833748613
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.394917819208,0.0258453665663,0.0024189319997,2,2.64517435e-05,0.0255998611473,1.1307427e-06,0.5513221805523
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9817320706297,0.0739026685838,0.0129730446335,5,9.6358848369714,0.0017629506728,0.0470352863292,0.8696510568334
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3362023636385,32.6609474656267,0.0194920706914,11,0.0283599360947,0.1028952963874,0.0199750123825,0.9008355674594
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7981335362144,3.10291848e-05,0.0342834647918,5,7.987875e-06,0.0026438011699,0.0004590180904,0.7738469013505
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9605770698947,0.0001653096562,9.97471762e-05,6,0.0058710035265,4.27318465e-05,0.0025574468589,0.5703556442687
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3904816830684,18.9267386200027,0.196411755362,5,0.000102509987,6.2410125e-06,0.0005277093698,0.8746714232429
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8055850644965,0.4046911440446,6.1692643e-06,7,0.4184381265064,0.0016802111192,0.0204709456447,0.5535175151669
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5117196185862,0.0032177969098,4.69044757e-05,5,0.0772992037943,1.0312094482342,0.035026430772,0.7919566944416
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4658755128178,0.5442185976131,0.0006490587417,3,2.9569701e-06,1.39879959e-05,5.95058052e-05,0.8669993368145
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8968358257492,0.0016863925321,0.003564417404,3,0.0013606518077,0.0059198030589,0.2250209001475,0.8567690933718
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9365475841102,0.0015883125757,5.91160067e-05,2,4.5508262605768,0.0042741892824,0.001884822952,0.8558660347501
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5429353565747,1.66347905e-05,0.2798684030644,7,0.0011502778182,5.52434869e-05,0.210135609372,0.5187801604128
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7428532756965,0.0118905670992,0.0005141395216,21,0.3811175023587,0.1063922963872,0.7458231072073,0.9511497354495
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4231563440341,0.0001123067061,3.9996686e-06,2,7.0950131e-06,0.0246700939663,0.0013682703712,0.7411215979562
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8528316054984,0.0882966834959,0.0820938445615,12,3.2087752827745,0.0016584017143,0.0633280203475,0.5694307228007
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.916867921513,0.001292979389,0.6204736952952,6,0.0058996430778,0.0084983478419,0.0028024956425,0.7491774695283
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5230706465271,4.6163638243031,0.0001196646571,23,12.9321650226471,0.0118979786422,0.0004501176769,0.7483931468091
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7570768889732,1.0504979556286,0.0021274605103,5,0.0107814204209,1.1166964379498,0.0002929844357,0.8548691460224
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.913492388524,1.42821451e-05,0.0031508201684,14,0.5931357825129,1.89310197e-05,0.0047457516666,0.6201350773627
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3107624343748,0.0411310925629,0.0645246285047,6,19.763351048885,0.0028941611752,0.0002546635074,0.6334557151277
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8990146834558,0.3728960115619,8.1475989e-06,9,0.2977547481986,0.2049846038207,0.1022865876472,0.5390558633797
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7004800409204,0.0103709452608,0.1115640789085,17,0.0215041840225,5.6598387e-06,2.02473267e-05,0.5567707420285
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5898107693426,7.7534143e-06,0.0213627425905,30,0.0005651966591,1.7341169119769,5.12359172e-05,0.7091327776258
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6658310927941,0.0084808567961,1.6200207e-06,2,2.0852453e-06,0.0611424583497,0.0024529274745,0.7687591271393
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8768434056434,0.0023949002196,0.002520525106,8,0.0017632765008,3.681246e-05,7.80394969e-05,0.9498928184748
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.805490684685,0.0003490581275,1.4729995e-06,2,0.0012466016572,1.3870245801436,0.0292576832293,0.8525293018618
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6508853954776,0.035267730442,0.0009520059967,2,1.5038540338,2.75271907e-05,0.0022938849077,0.9954560008918
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6413566281562,0.0003435673617,0.0039489233764,16,2.63250948e-05,0.2739071222548,3.5291376e-06,0.7967889475337
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9294803988868,6.89918662e-05,0.0064458208925,31,0.3746804166852,3.57739913e-05,0.0588905769522,0.9694581338925
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4626395425225,0.5553640951373,0.3641430388152,10,1.9139058e-06,0.1436882902916,2.41746117e-05,0.9274782831448
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3669911870664,4.63033693e-05,6.05817917e-05,2,4.4906036283684,0.0001144522923,0.8837249308599,0.5138384133572
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7750466830868,1.9329697288315,0.1167871763837,2,0.1030408329512,1.8926843721238,0.0005702186137,0.8980967024847
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.791548198544,44.0055079180564,0.0005168056824,4,0.0014808258289,0.1364897633481,0.0455875773056,0.6116177299095
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6978702187747,0.0027822031124,0.0100378143133,5,9.83275629e-05,4.02385191e-05,0.0890776057962,0.9741503227424
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4837755815547,2.1962469659898,0.0704142467039,2,2.42079193e-05,0.0625300597663,0.0068439624185,0.5598395381065
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5071671422833,2.06209557e-05,0.022092608444,21,0.0248516127351,0.0041217343448,3.28206983e-05,0.6027368490143
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7319302602032,1.6745365529708,0.0592930148522,7,0.0011992308235,2.91609911e-05,8.0400089e-06,0.6516825404636
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4445500948645,25.8440160258499,1.3187401e-06,23,0.0008925181304,0.0004329070304,0.2338278988603,0.766242791423
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9148761577807,57.4803729744973,0.256848506549,29,6.4334548491397,0.0043412632562,0.3957137160441,0.6197136970192
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.383630614034,0.0012244670482,0.0027260628492,16,0.0015813321289,0.4279011775067,4.77959572e-05,0.7042136502815
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9921181563505,2.7970467858332,6.157413e-06,9,7.1746767398912,0.0008011420566,1.18935078e-05,0.8605462758409
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3010025105973,0.0024374432352,0.0140731583976,25,0.0002342776569,1.35279739e-05,0.0588499101934,0.9676502041933
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8907121789446,0.2684772600153,4.27894476e-05,28,0.0062029303868,0.0004768115528,0.0043684504738,0.9532931588592
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.3013934379499,2.1225572e-06,0.0141400087961,7,2.1237864706417,0.0002538872184,4.782437e-06,0.5701446489502
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8498278720156,8.9714791889553,3.0378821e-06,28,23.2237130216269,0.0402893344654,0.0003290764193,0.9358947925572
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.80935836037,2.2369529e-06,0.7084706299801,10,0.4987064243826,0.1983753926563,0.0001235781283,0.7950835901581
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7861785629518,5.22293467e-05,2.5070549e-06,6,0.0003794074184,1.1787045e-06,0.0145556846118,0.7048397324795
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5456183257949,0.0270367582309,0.1607931676291,23,0.0002270486626,0.0013117316642,0.0004456413547,0.7321835121667
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7389615298675,7.7640239997112,7.85876468e-05,6,2.6813213e-06,4.83122909e-05,0.0122272508048,0.8973058591325
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7195838281043,0.0001340074444,5.73553212e-05,5,3.3339313e-05,1.08666408e-05,0.1088850350196,0.9223875397015
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8176762916942,4.9802479e-06,0.0002343615754,19,0.5033750334523,0.0156542180778,0.028528921955,0.8289484473965
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7970072593131,2.0879563219955,0.0431873686177,30,0.0012983425048,0.1839916642691,0.0077823134508,0.5292306465139
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4737623357034,0.0006378847841,1.5796932e-05,12,1.49575229e-05,0.0026935000361,0.514849571611,0.904231836647
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.796713239249,0.6379248472733,0.0004813877009,5,0.0001711664257,1.66380642e-05,3.64149972e-05,0.5128721068749
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5187277265949,3.17532031e-05,0.000856663155,20,0.0262447014205,0.0541840396929,0.0015780789389,0.6938840710109
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5698504550318,6.57320107e-05,0.2787014634968,25,15.1113277319266,0.0019272266158,0.0581141922344,0.7220837188561
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.5014415466701,0.0005806341542,0.0021335333829,3,15.8726586180147,0.1175030048043,2.58016486e-05,0.7530533470827
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.817440962679,1.3340489958162,0.0067908085218,4,7.1757914e-06,1.19880202278,2.15718795e-05,0.6279766963975
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.884270502036,21.133848608528,0.2314670671767,11,5.93247369e-05,0.0004388773598,0.0204939174602,0.7095330956902
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4740548703895,1.3967024536295,0.0001000289018,5,0.0312565472672,0.0001023391421,0.0829527412932,0.8936492132942
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6598613348937,1.1498032e-06,2.7132284e-06,11,7.000363883911,5.98951211e-05,0.3846016279876,0.6356332033421
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.793934942822,2.0462548073224,0.0538355647484,20,23.2409092635898,0.0225905317104,0.0006680946617,0.9066253809859
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8771747020854,0.0929126282243,0.0356789894114,2,0.2865198299513,1.3299297497754,0.0326139321854,0.5062879254368
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.8090791619458,1.7120506644929,8.8273586e-05,11,0.0012285866553,6.32344584e-05,1.19442331e-05,0.5713994334541
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.369428285313,0.0293500714961,0.487224053492,12,3.5520126742838,0.0008181424053,9.62293364e-05,0.9626503370875
