pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,metric,n_neighbors,weights,p
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,1,uniform,2.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,cosine,17,uniform,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,27,distance,2.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,3,uniform,2.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,10,uniform,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,cosine,2,uniform,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,23,distance,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,6,distance,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,47,uniform,5.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,7,uniform,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,26,distance,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,13,uniform,3.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,1,distance,7.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,27,uniform,2.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,13,distance,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,4,distance,8.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,8,uniform,1.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,1,uniform,3.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,51,uniform,1.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,cosine,7,uniform,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,nan_euclidean,40,distance,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,minkowski,1,distance,4.0
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,cosine,28,distance,
none,kernel_pca,none,std,,none,rbf,0.0499425591252,,False,,,0.9063154177349,,nan_euclidean,39,distance,
none,fastica,none,std,,none,,0.5159920558232,,False,,,,,minkowski,1,uniform,4.0
onehot,pca,none,minmax,,none,,,,,,,,,nan_euclidean,1,uniform,
onehot,pca,none,none,,none,,,,,,,,,cosine,39,distance,
none,agglomerator,none,none,,poly,,0.3825780436085,,,,,,2,nan_euclidean,5,uniform,
ordinal,lda,selectp,minmax,,poly,,0.0711612790375,52,,,,,2,nan_euclidean,4,distance,
none,none,none,minmax,,poly,,,,,,,,2,minkowski,3,uniform,9.0
onehot,kernel_pca,selectp,minmax,,none,sigmoid,0.2493330107503,57,,46.2268408397323,5.0,100.7577161890585,,cosine,4,distance,
none,kernel_pca,none,minmax,,none,poly,0.195892594138,,,38.4830769059452,3.0,4958.16613887576,,minkowski,4,distance,10.0
none,ka_nystroem,none,minmax,146,none,cosine,,,,,,,,minkowski,24,uniform,9.0
onehot,ka_nystroem,none,std,275,none,rbf,,,True,,,3515.6616102664298,,nan_euclidean,3,distance,
none,none,none,none,,poly,,,,,,,,2,nan_euclidean,4,distance,
ordinal,fastica,selectp,minmax,,none,,0.4405248930729,90,,,,,,cosine,36,uniform,
none,fastica,selectp,std,,none,,0.8317029174905,28,True,,,,,cosine,67,uniform,
none,agglomerator,none,minmax,,none,,0.9334781206574,,,,,,,cosine,16,uniform,
none,fastica,none,none,,poly,,0.3152550501216,,,,,,2,cosine,1,distance,
none,none,selectp,none,,poly,,,7,,,,,2,minkowski,12,distance,6.0
ordinal,lda,selectp,none,,poly,,0.5708530915285,54,,,,,2,cosine,18,distance,
onehot,lda,selectp,none,,none,,0.1460402821363,94,,,,,,cosine,4,distance,
onehot,ka_nystroem,none,std,873,none,cosine,,,True,,,,,nan_euclidean,45,uniform,
onehot,ka_nystroem,none,none,602,none,sigmoid,,,,98.9059704036074,4.0,0.0005830594544,,minkowski,37,distance,8.0
onehot,agglomerator,none,minmax,,poly,,0.3852774623443,,,,,,2,cosine,14,distance,
onehot,ka_rbf,selectp,none,230,none,,,11,,,,6.1866553e-06,,minkowski,1,distance,5.0
onehot,ka_nystroem,none,std,328,none,sigmoid,,,False,50.1535804555271,5.0,4.4113334907272,,nan_euclidean,25,uniform,
onehot,agglomerator,selectp,none,,none,,0.6451777970517,66,,,,,,minkowski,62,uniform,5.0
ordinal,pca,selectp,minmax,,none,,,65,,,,,,minkowski,3,uniform,6.0
none,kernel_pca,selectp,std,,none,sigmoid,0.2031872756368,4,False,69.1548893098281,5.0,0.0080209579748,,cosine,83,distance,
none,ka_nystroem,selectp,std,496,none,poly,,26,True,78.7741652566346,5.0,37.4523654638393,,minkowski,35,distance,7.0
onehot,none,selectp,minmax,,poly,,,62,,,,,2,cosine,4,uniform,
onehot,lda,none,none,,none,,0.8659944300723,,,,,,,nan_euclidean,17,uniform,
none,kernel_pca,none,none,,none,rbf,0.6198935089428,,,,,0.0115188938971,,cosine,4,uniform,
none,ka_rbf,selectp,none,871,none,,,99,,,,0.619496343353,,nan_euclidean,1,uniform,
none,fastica,none,none,,poly,,0.2175952232743,,,,,,2,nan_euclidean,44,uniform,
ordinal,none,selectp,none,,poly,,,50,,,,,2,cosine,21,uniform,
onehot,kernel_pca,none,none,,none,sigmoid,0.8686344345779,,,83.3399541397202,4.0,0.0002430824217,,cosine,17,uniform,
onehot,lda,none,none,,poly,,0.2556311259953,,,,,,2,minkowski,1,distance,2.0
onehot,fastica,none,std,,none,,0.5132895811173,,True,,,,,cosine,5,distance,
ordinal,ka_rbf,none,none,163,none,,,,,,,13958.772015417588,,nan_euclidean,57,distance,
none,pca,none,none,,none,,,,,,,,,minkowski,2,distance,9.0
onehot,pca,selectp,none,,none,,,49,,,,,,cosine,1,distance,
none,pca,none,minmax,,none,,,,,,,,,minkowski,2,uniform,4.0
onehot,lda,selectp,none,,none,,0.2761432490463,78,,,,,,minkowski,3,distance,2.0
none,none,selectp,std,,poly,,,79,False,,,,2,nan_euclidean,37,uniform,
ordinal,ka_rbf,none,none,882,none,,,,,,,215.4371845196356,,nan_euclidean,19,distance,
none,none,none,std,,poly,,,,False,,,,2,minkowski,27,uniform,1.0
onehot,lda,selectp,std,,poly,,0.7380597440405,81,False,,,,2,cosine,93,distance,
none,ka_nystroem,selectp,std,75,none,rbf,,42,False,,,0.0502732941111,,nan_euclidean,9,uniform,
ordinal,ka_rbf,none,minmax,275,none,,,,,,,73868.28331106625,,cosine,21,uniform,
none,pca,none,none,,none,,,,,,,,,cosine,100,uniform,
none,agglomerator,none,none,,none,,0.2807193764615,,,,,,,nan_euclidean,6,uniform,
ordinal,ka_nystroem,none,none,308,none,cosine,,,,,,,,nan_euclidean,42,distance,
none,ka_nystroem,none,minmax,893,none,cosine,,,,,,,,cosine,1,distance,
none,ka_nystroem,selectp,minmax,427,none,sigmoid,,10,,73.1648544211363,5.0,9695.509546493437,,nan_euclidean,1,uniform,
ordinal,agglomerator,none,none,,none,,0.5312503993671,,,,,,,cosine,86,uniform,
none,agglomerator,none,std,,none,,0.8493268320768,,False,,,,,cosine,16,distance,
onehot,agglomerator,none,std,,none,,0.879636051342,,False,,,,,minkowski,5,uniform,5.0
onehot,lda,selectp,none,,poly,,0.8996396953687,69,,,,,2,cosine,8,distance,
none,ka_rbf,selectp,none,253,none,,,41,,,,0.0001316953116,,cosine,1,distance,
onehot,kernel_pca,none,minmax,,none,cosine,0.4722979138011,,,,,,,nan_euclidean,1,distance,
ordinal,kernel_pca,selectp,minmax,,none,poly,0.251901181984,66,,40.6844187187791,4.0,0.0048720968733,,minkowski,32,uniform,9.0
onehot,fastica,none,minmax,,poly,,0.8674167965904,,,,,,2,minkowski,11,uniform,10.0
none,ka_nystroem,selectp,none,900,none,cosine,,53,,,,,,minkowski,63,distance,8.0
none,pca,selectp,none,,none,,,63,,,,,,cosine,16,distance,
none,pca,none,std,,none,,,,True,,,,,minkowski,8,distance,6.0
none,none,selectp,minmax,,poly,,,77,,,,,2,minkowski,15,distance,9.0
ordinal,lda,selectp,std,,none,,0.7014606176571,59,False,,,,,nan_euclidean,19,uniform,
none,pca,selectp,std,,none,,,46,True,,,,,nan_euclidean,4,uniform,
ordinal,pca,none,std,,none,,,,True,,,,,cosine,18,distance,
ordinal,none,none,minmax,,poly,,,,,,,,2,cosine,4,distance,
none,ka_nystroem,none,none,336,none,poly,,,,29.6000878873504,5.0,0.0055527067694,,cosine,66,uniform,
onehot,kernel_pca,selectp,minmax,,none,cosine,0.1209603809217,68,,,,,,nan_euclidean,2,uniform,
onehot,pca,selectp,minmax,,none,,,87,,,,,,minkowski,3,distance,2.0
onehot,agglomerator,selectp,minmax,,poly,,0.5423734677525,25,,,,,2,minkowski,30,uniform,1.0
none,none,selectp,std,,poly,,,6,True,,,,2,minkowski,36,distance,1.0
onehot,kernel_pca,none,std,,none,sigmoid,0.4892983309088,,False,54.8143027776112,5.0,0.0791402118383,,nan_euclidean,10,distance,
ordinal,pca,none,std,,none,,,,True,,,,,nan_euclidean,23,uniform,
onehot,ka_nystroem,selectp,none,650,none,sigmoid,,61,,13.0146883808745,2.0,0.000353309574,,nan_euclidean,4,uniform,
ordinal,ka_rbf,none,none,551,none,,,,,,,0.0002429207126,,nan_euclidean,2,distance,
onehot,kernel_pca,selectp,none,,none,rbf,0.4975029505298,27,,,,0.0006392218236,,minkowski,19,uniform,7.0
ordinal,ka_nystroem,none,none,336,none,cosine,,,,,,,,minkowski,11,distance,4.0
onehot,pca,none,minmax,,none,,,,,,,,,nan_euclidean,61,uniform,
onehot,ka_nystroem,none,std,143,none,cosine,,,True,,,,,nan_euclidean,9,distance,
ordinal,ka_rbf,none,std,582,none,,,,True,,,180433.7942771727,,minkowski,1,distance,1.0
onehot,fastica,selectp,minmax,,poly,,0.2046803562793,28,,,,,2,cosine,38,uniform,
onehot,ka_nystroem,none,minmax,699,none,rbf,,,,,,0.0001431383641,,cosine,5,uniform,
onehot,lda,none,std,,none,,0.8738270642703,,False,,,,,nan_euclidean,3,distance,
none,none,selectp,std,,poly,,,3,True,,,,2,nan_euclidean,12,distance,
none,agglomerator,selectp,none,,none,,0.2862079263485,74,,,,,,cosine,1,uniform,
onehot,pca,selectp,none,,none,,,79,,,,,,nan_euclidean,1,uniform,
onehot,agglomerator,selectp,minmax,,none,,0.267156111254,62,,,,,,cosine,17,distance,
none,lda,selectp,minmax,,none,,0.5144664083579,82,,,,,,minkowski,4,uniform,4.0
ordinal,pca,selectp,minmax,,none,,,74,,,,,,nan_euclidean,5,distance,
none,fastica,selectp,std,,poly,,0.6532929481413,58,True,,,,2,cosine,69,uniform,
ordinal,none,selectp,std,,poly,,,2,True,,,,2,nan_euclidean,6,uniform,
ordinal,ka_nystroem,selectp,std,441,none,poly,,37,False,79.5107945158312,5.0,2.33588802e-05,,minkowski,30,uniform,5.0
none,pca,none,none,,none,,,,,,,,,nan_euclidean,2,uniform,
ordinal,ka_nystroem,selectp,none,20,none,rbf,,59,,,,15.3805041534134,,nan_euclidean,11,distance,
onehot,agglomerator,selectp,none,,none,,0.6269168095278,42,,,,,,minkowski,9,distance,8.0
onehot,lda,none,minmax,,none,,0.1170316241875,,,,,,,nan_euclidean,15,uniform,
ordinal,pca,selectp,minmax,,none,,,55,,,,,,minkowski,23,distance,7.0
onehot,pca,none,minmax,,none,,,,,,,,,minkowski,53,distance,4.0
none,none,none,minmax,,poly,,,,,,,,2,nan_euclidean,2,distance,
none,agglomerator,selectp,std,,none,,0.696316860759,35,False,,,,,nan_euclidean,5,distance,
onehot,ka_rbf,selectp,minmax,669,none,,,70,,,,100.4994653580525,,nan_euclidean,1,uniform,
onehot,pca,selectp,none,,none,,,8,,,,,,nan_euclidean,17,distance,
onehot,none,none,none,,none,,,,,,,,,nan_euclidean,74,distance,
none,none,selectp,minmax,,poly,,,16,,,,,2,minkowski,6,distance,5.0
ordinal,pca,none,std,,none,,,,False,,,,,nan_euclidean,88,uniform,
onehot,agglomerator,selectp,std,,poly,,0.5728625752981,81,False,,,,2,minkowski,15,uniform,3.0
onehot,ka_rbf,selectp,std,554,none,,,62,True,,,263757.5880050035,,nan_euclidean,2,uniform,
none,lda,selectp,std,,poly,,0.1325058951306,51,True,,,,2,nan_euclidean,11,distance,
ordinal,ka_rbf,selectp,minmax,553,none,,,4,,,,0.0001522406037,,nan_euclidean,19,uniform,
none,lda,none,std,,poly,,0.1067712260616,,True,,,,2,nan_euclidean,21,uniform,
onehot,kernel_pca,selectp,std,,none,cosine,0.5516060342834,70,False,,,,,cosine,19,distance,
none,fastica,selectp,minmax,,poly,,0.1673297021085,91,,,,,2,cosine,2,distance,
ordinal,pca,none,none,,none,,,,,,,,,nan_euclidean,2,distance,
none,pca,selectp,minmax,,none,,,98,,,,,,cosine,3,distance,
none,none,selectp,none,,none,,,89,,,,,,cosine,29,uniform,
ordinal,lda,none,minmax,,none,,0.6021064442779,,,,,,,minkowski,10,uniform,9.0
ordinal,kernel_pca,selectp,none,,none,rbf,0.5805676171973,92,,,,0.4096494529315,,nan_euclidean,5,uniform,
onehot,none,none,std,,none,,,,True,,,,,cosine,1,uniform,
ordinal,fastica,none,minmax,,poly,,0.2546737143312,,,,,,2,minkowski,93,uniform,5.0
none,pca,selectp,std,,none,,,66,False,,,,,cosine,1,distance,
ordinal,lda,none,none,,poly,,0.528785833645,,,,,,2,cosine,9,distance,
ordinal,agglomerator,none,minmax,,none,,0.7311030924691,,,,,,,nan_euclidean,9,uniform,
onehot,ka_rbf,none,none,302,none,,,,,,,1.4301396e-06,,nan_euclidean,36,uniform,
none,kernel_pca,selectp,std,,none,sigmoid,0.1729631366078,25,True,85.5028616775675,2.0,0.0124630570071,,nan_euclidean,3,uniform,
none,ka_rbf,none,minmax,470,none,,,,,,,24.9792774397992,,minkowski,30,uniform,5.0
none,none,none,none,,none,,,,,,,,,minkowski,1,distance,4.0
ordinal,none,none,std,,none,,,,True,,,,,cosine,72,uniform,
none,kernel_pca,selectp,none,,none,poly,0.8449212673179,85,,99.6127314123052,4.0,7.8710978e-06,,cosine,1,distance,
ordinal,ka_rbf,none,std,915,none,,,,False,,,2847.549246222693,,cosine,9,uniform,
none,kernel_pca,selectp,minmax,,none,sigmoid,0.8535457960942,47,,22.8765444188774,3.0,6.2133998073618,,minkowski,2,uniform,3.0
onehot,ka_rbf,none,std,445,none,,,,False,,,3.82901975e-05,,minkowski,5,uniform,4.0
none,fastica,none,minmax,,poly,,0.2738611867138,,,,,,2,cosine,19,distance,
none,fastica,none,none,,none,,0.1789496577277,,,,,,,cosine,1,uniform,
onehot,ka_nystroem,selectp,minmax,261,none,cosine,,8,,,,,,nan_euclidean,3,uniform,
onehot,pca,selectp,none,,none,,,3,,,,,,minkowski,4,distance,5.0
onehot,kernel_pca,none,none,,none,poly,0.2718570110961,,,82.5388283216152,5.0,1.32463262e-05,,cosine,30,uniform,
ordinal,ka_nystroem,none,std,281,none,sigmoid,,,False,47.6765285507181,3.0,4.7293458924433,,nan_euclidean,1,uniform,
onehot,agglomerator,selectp,minmax,,none,,0.4136543663118,33,,,,,,minkowski,51,distance,3.0
none,agglomerator,selectp,minmax,,poly,,0.2400143046534,77,,,,,2,minkowski,2,uniform,9.0
none,fastica,none,minmax,,none,,0.7937016099166,,,,,,,nan_euclidean,1,distance,
none,fastica,selectp,minmax,,poly,,0.7882248428853,67,,,,,2,nan_euclidean,61,distance,
onehot,lda,selectp,minmax,,poly,,0.709406126429,61,,,,,2,nan_euclidean,17,distance,
none,agglomerator,none,std,,poly,,0.0149109955534,,False,,,,2,minkowski,1,uniform,8.0
none,lda,selectp,minmax,,poly,,0.9182045154161,9,,,,,2,nan_euclidean,18,distance,
onehot,lda,none,minmax,,poly,,0.3441825240551,,,,,,2,cosine,60,uniform,
ordinal,none,selectp,std,,none,,,81,False,,,,,minkowski,14,uniform,3.0
none,pca,selectp,minmax,,none,,,64,,,,,,cosine,13,distance,
none,pca,none,std,,none,,,,True,,,,,nan_euclidean,6,distance,
onehot,fastica,selectp,minmax,,none,,0.1726333004112,88,,,,,,minkowski,43,uniform,1.0
onehot,ka_nystroem,selectp,std,451,none,cosine,,21,True,,,,,cosine,51,distance,
none,kernel_pca,none,minmax,,none,rbf,0.8557462644657,,,,,0.0009818098314,,cosine,8,distance,
onehot,agglomerator,selectp,std,,poly,,0.4039856968179,58,True,,,,2,nan_euclidean,5,uniform,
ordinal,lda,none,none,,none,,0.7007579224337,,,,,,,minkowski,51,distance,2.0
onehot,ka_rbf,none,none,929,none,,,,,,,285636.66472464066,,cosine,7,distance,
none,fastica,none,std,,none,,0.4926583291348,,True,,,,,cosine,6,distance,
ordinal,lda,none,std,,none,,0.2422947695597,,True,,,,,cosine,91,distance,
ordinal,lda,selectp,none,,none,,0.0398093315817,34,,,,,,cosine,9,uniform,
none,kernel_pca,selectp,minmax,,none,poly,0.3640867186768,82,,15.5534326018597,2.0,0.0010286566938,,minkowski,1,uniform,5.0
ordinal,lda,none,minmax,,none,,0.4233674225087,,,,,,,minkowski,1,distance,7.0
onehot,fastica,selectp,none,,none,,0.2551989866431,65,,,,,,cosine,37,uniform,
onehot,fastica,none,std,,poly,,0.9210228218343,,True,,,,2,minkowski,43,uniform,5.0
none,agglomerator,selectp,std,,poly,,0.8387824642452,56,False,,,,2,nan_euclidean,5,uniform,
ordinal,ka_rbf,selectp,std,160,none,,,36,True,,,88.9509264364629,,minkowski,8,distance,1.0
onehot,lda,none,std,,poly,,0.1778936986451,,True,,,,2,minkowski,10,distance,4.0
onehot,kernel_pca,none,minmax,,none,poly,0.7575431047537,,,83.9251385925982,2.0,703.9971257784846,,nan_euclidean,8,distance,
none,ka_nystroem,selectp,none,946,none,sigmoid,,54,,75.3225839560692,5.0,322834.0002632874,,minkowski,5,uniform,2.0
ordinal,pca,selectp,none,,none,,,26,,,,,,minkowski,5,uniform,2.0
ordinal,ka_nystroem,none,std,184,none,rbf,,,True,,,456.6131453396388,,minkowski,5,uniform,2.0
ordinal,fastica,selectp,std,,none,,0.3506795296032,30,True,,,,,minkowski,5,uniform,2.0
none,fastica,selectp,none,,poly,,0.4051360682555,58,,,,,2,minkowski,5,uniform,2.0
ordinal,ka_nystroem,selectp,minmax,726,none,cosine,,52,,,,,,minkowski,5,uniform,2.0
ordinal,agglomerator,selectp,none,,poly,,0.1871217836688,61,,,,,2,minkowski,5,uniform,2.0
onehot,ka_nystroem,none,std,952,none,sigmoid,,,False,4.3024222699115,4.0,0.0278843108733,,minkowski,5,uniform,2.0
ordinal,pca,selectp,none,,none,,,12,,,,,,minkowski,5,uniform,2.0
none,ka_nystroem,selectp,minmax,705,none,cosine,,87,,,,,,minkowski,5,uniform,2.0
ordinal,pca,selectp,std,,none,,,99,False,,,,,minkowski,5,uniform,2.0
ordinal,ka_rbf,none,std,12,none,,,,False,,,1.07314451e-05,,minkowski,5,uniform,2.0
none,lda,selectp,none,,poly,,0.2269046501099,97,,,,,2,minkowski,5,uniform,2.0
ordinal,none,selectp,minmax,,poly,,,55,,,,,2,minkowski,5,uniform,2.0
onehot,agglomerator,selectp,none,,poly,,0.1695928552275,94,,,,,2,minkowski,5,uniform,2.0
ordinal,kernel_pca,selectp,none,,none,cosine,0.792207269237,69,,,,,,minkowski,5,uniform,2.0
onehot,kernel_pca,none,minmax,,none,rbf,0.982153789969,,,,,38833.90973237249,,minkowski,5,uniform,2.0
onehot,lda,selectp,none,,none,,0.116417137605,40,,,,,,minkowski,5,uniform,2.0
onehot,agglomerator,selectp,std,,none,,0.8429984847636,57,True,,,,,minkowski,5,uniform,2.0
onehot,pca,none,std,,none,,,,False,,,,,minkowski,5,uniform,2.0
none,fastica,selectp,std,,poly,,0.0608967566447,68,False,,,,2,minkowski,5,uniform,2.0
onehot,pca,selectp,std,,none,,,75,False,,,,,minkowski,5,uniform,2.0
none,ka_rbf,selectp,std,278,none,,,23,True,,,758854.8664242423,,minkowski,5,uniform,2.0
none,pca,selectp,std,,none,,,29,True,,,,,minkowski,5,uniform,2.0
ordinal,kernel_pca,none,std,,none,sigmoid,0.3469878693317,,False,89.4614959808101,3.0,0.0045914181004,,minkowski,5,uniform,2.0
none,lda,none,std,,poly,,0.7599172449108,,False,,,,2,minkowski,5,uniform,2.0
ordinal,ka_nystroem,none,none,494,none,sigmoid,,,,73.5849429833252,3.0,0.0062049480315,,minkowski,5,uniform,2.0
none,ka_rbf,selectp,std,394,none,,,85,True,,,69890.27143012657,,minkowski,5,uniform,2.0
none,ka_rbf,selectp,none,252,none,,,63,,,,0.0022772251479,,minkowski,5,uniform,2.0
none,ka_nystroem,selectp,none,204,none,sigmoid,,94,,31.4613979725616,3.0,2121.5087791915025,,minkowski,5,uniform,2.0
ordinal,agglomerator,selectp,none,,none,,0.2528874728984,53,,,,,,minkowski,5,uniform,2.0
ordinal,none,selectp,none,,poly,,,69,,,,,2,minkowski,5,uniform,2.0
none,none,selectp,none,,poly,,,88,,,,,2,minkowski,5,uniform,2.0
onehot,lda,none,minmax,,none,,0.5524605407761,,,,,,,minkowski,5,uniform,2.0
ordinal,fastica,selectp,minmax,,none,,0.1556327371312,58,,,,,,minkowski,5,uniform,2.0
ordinal,kernel_pca,none,none,,none,sigmoid,0.0490625016221,,,43.0355441662176,5.0,0.0007022813276,,minkowski,5,uniform,2.0
none,kernel_pca,selectp,std,,none,rbf,0.4346174183181,7,True,,,5.2894995e-06,,minkowski,5,uniform,2.0
ordinal,ka_rbf,selectp,std,232,none,,,75,False,,,0.0002087304367,,minkowski,5,uniform,2.0
none,ka_rbf,none,none,359,none,,,,,,,0.0368567496792,,minkowski,5,uniform,2.0
ordinal,kernel_pca,selectp,std,,none,poly,0.3960324423693,13,False,38.4078588974219,4.0,18.9310137304966,,minkowski,5,uniform,2.0
none,agglomerator,none,std,,none,,0.2374192554266,,True,,,,,minkowski,5,uniform,2.0
ordinal,agglomerator,none,none,,poly,,0.1053402724452,,,,,,2,minkowski,5,uniform,2.0
onehot,none,selectp,std,,none,,,89,True,,,,,minkowski,5,uniform,2.0
ordinal,fastica,none,minmax,,poly,,0.2251651449008,,,,,,2,minkowski,5,uniform,2.0
ordinal,fastica,selectp,minmax,,poly,,0.3833790110292,29,,,,,2,minkowski,5,uniform,2.0
ordinal,lda,selectp,std,,poly,,0.0273550350782,23,True,,,,2,minkowski,5,uniform,2.0
