pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,bootstrap,criterion,max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,n_estimators,splitter,max_samples
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,42,sqrt,0.8100038608372,21,5,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,12,all,0.567820654664,6,35,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,16,log2,0.1395051937868,8,44,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,57,sqrt,0.8048940268709,5,38,2048,best,0.9624343407125
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,69,all,0.9585859103626,16,2,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,13,sqrt,0.3461638726285,10,26,2048,best,0.4429733995736
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,11,all,0.2935122520864,6,40,2048,best,0.4945984354602
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,86,log2,0.0817751782076,2,14,2048,best,0.8604209552818
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,39,sqrt,0.6644912264494,21,17,2048,best,0.628289325953
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,0,sqrt,0.9589616184965,1,28,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,24,sqrt,0.1359926899916,2,25,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,27,sqrt,0.4851596313193,20,31,2048,best,0.6487652885396
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,30,all,0.0982381846532,10,18,2048,best,0.7356739506658
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,88,log2,0.0341099037098,3,20,2048,best,0.7381434026334
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,92,log2,0.6645010506676,17,47,2048,best,0.0027360889579
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,24,all,0.8676871753435,24,35,2048,best,0.1008081656563
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,94,log2,0.337570536126,19,5,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,52,sqrt,0.8757651744101,11,40,2048,random,0.0621362496564
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,32,log2,0.117053099151,17,9,2048,best,0.3836067126653
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,62,sqrt,0.2379606819175,18,22,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,61,sqrt,0.9016067269067,9,50,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,99,sqrt,0.5085098936907,18,26,2048,best,0.5675047830398
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,86,sqrt,0.608192383797,18,4,2048,best,0.7066449292531
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,47,all,0.0380182325425,6,12,2048,random,0.8873114834041
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,8,log2,0.1283899101479,10,36,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,3,sqrt,0.0557908125009,7,26,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,100,sqrt,0.9050007399497,13,2,2048,best,0.2860506886008
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,52,all,0.1347949638709,7,8,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,78,log2,0.8496728266088,16,15,2048,random,0.9019393286303
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,60,all,0.3510346993725,25,40,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,100,sqrt,0.8005974963658,2,27,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,59,sqrt,0.3650435474567,15,29,2048,best,0.9245807058577
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,81,log2,0.2676840396929,6,49,2048,best,0.3517226622468
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,59,all,0.0936607011891,10,7,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,83,log2,0.2807065905741,6,47,2048,random,0.2810289258155
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,88,sqrt,0.4714797167173,7,43,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,88,all,0.8175087988968,12,25,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,99,sqrt,0.4525149547687,17,26,2048,random,0.923308605281
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,65,log2,0.9714355749376,20,15,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,76,sqrt,0.5416330108548,24,23,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,84,all,0.0249456298114,19,15,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,7,sqrt,0.4153673001913,17,4,2048,random,0.7685927829535
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,99,log2,0.5821871830791,8,4,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,60,all,0.7302470776106,9,40,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,34,sqrt,0.9464956116882,5,26,2048,best,0.9235732905553
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,66,all,0.296852867688,18,19,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,29,sqrt,0.3969055387575,13,15,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,39,all,0.1829519395253,15,11,2048,random,0.2586150500698
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,63,sqrt,0.8779405098804,10,43,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,22,all,0.8240772244494,5,27,2048,random,0.6475871495531
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,99,log2,0.7749598946732,24,39,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,53,all,0.0572900385499,4,16,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,64,sqrt,0.5567194419749,19,31,2048,random,0.3541687944413
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,26,all,0.2350135620355,15,49,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,68,sqrt,0.1196851967223,8,9,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,43,log2,0.7816131001834,21,29,2048,best,0.3109022636029
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,47,log2,0.2115813751077,5,30,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,9,sqrt,0.5008116982477,9,24,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,70,all,0.5260963484005,17,6,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,29,sqrt,0.213282004039,8,5,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,5,all,0.4922611663224,14,26,2048,best,0.9129056783043
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,1,all,0.0528198976,24,41,2048,random,0.7255212826844
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,86,log2,7.24496385e-05,12,28,2048,best,0.8880912532514
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,26,sqrt,0.8803219316644,9,11,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,93,all,0.4155887020862,22,43,2048,best,0.7728204207341
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,5,all,0.9074197989534,16,9,2048,best,0.3216098039274
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,16,all,0.4963073597283,1,22,2048,random,0.1377141372182
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,26,sqrt,0.4311082945882,1,13,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,44,sqrt,0.2959121406586,10,8,2048,best,0.7005342541272
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,26,all,0.081688937593,25,30,2048,random,0.7531868039708
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,78,all,0.3096946492645,12,47,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,88,all,0.6084702651738,24,4,2048,random,0.4001271605546
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,8,log2,0.762786347223,25,41,2048,best,0.3738296191824
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,19,log2,0.5408255176538,3,29,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,93,all,0.7582558436964,21,33,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,59,all,0.157751591659,23,37,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,75,log2,0.5832399316792,1,14,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,46,all,0.8826032270257,8,2,2048,best,0.5505161127818
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,21,sqrt,0.2179602076408,25,25,2048,random,0.224468396346
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,66,sqrt,0.227668938393,22,7,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,61,log2,0.7484325130681,21,2,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,57,all,0.8120567848488,20,37,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,26,sqrt,0.2480463296941,16,12,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,53,all,0.3315698041878,6,31,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,68,log2,0.6317694004506,25,19,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,22,all,0.3984317131892,20,50,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,82,all,0.6240109701293,24,42,2048,random,0.3022650083161
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,38,all,0.4964300320967,11,20,2048,random,0.5812545355278
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,65,sqrt,0.7736513090787,14,49,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,4,sqrt,0.8458886469133,13,12,2048,random,0.4628061399889
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,19,log2,0.8638272093052,23,21,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,91,all,0.6115250777298,4,39,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,7,all,0.6125841045193,2,15,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,log_loss,93,log2,0.4496468988194,22,5,2048,best,0.6865034625501
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,96,sqrt,0.2195449804428,21,36,2048,random,0.0572272635865
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,85,all,0.9437055705475,17,14,2048,random,0.0178669006446
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,54,sqrt,0.4373953769197,14,4,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,94,all,0.7393785644549,10,35,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,6,all,0.7855491148392,24,16,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,25,sqrt,0.6086794728359,8,19,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,5,sqrt,0.2406190444722,20,43,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,55,all,0.1436680243732,7,46,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,95,all,0.7291082971691,2,9,2048,random,0.6610402566196
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,47,sqrt,0.2485433242446,12,29,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,27,sqrt,0.2774879465654,9,25,2048,best,0.3014780758568
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,89,all,0.6448170887035,5,37,2048,random,0.2580673741248
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,33,sqrt,0.9856537613508,16,49,2048,random,0.6647605527112
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,91,log2,0.5256789227494,22,3,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,16,all,0.3405401987655,20,9,2048,best,0.5061575944334
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,16,sqrt,0.0343424968236,2,13,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,79,log2,0.8162712413099,11,41,2048,random,0.2314178746818
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,94,all,0.6752267527775,25,12,2048,best,0.5501753871292
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,34,all,0.7429368971397,22,10,2048,random,0.4105081232065
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,59,sqrt,0.1286525944401,8,16,2048,best,0.9625497819985
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,69,log2,0.6034547573379,21,31,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,gini,72,sqrt,0.1323667497227,4,33,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,entropy,16,sqrt,0.1026443611046,24,28,2048,random,0.950648254381
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,51,log2,0.7393021136668,15,43,2048,best,0.0925222369679
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,92,sqrt,0.8016711349187,16,18,2048,random,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,True,gini,5,all,0.547693802701,5,43,2048,random,0.347048041247
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,log_loss,0,log2,0.1407112885374,12,47,2048,best,
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,False,entropy,83,sqrt,0.7493428464859,5,33,2048,best,
ordinal,kernel_pca,none,std,,none,sigmoid,0.2463079267331,,False,6.8599590903996,5.0,0.0171439102221,,False,entropy,23,sqrt,0.1070350303338,1,28,2048,best,
onehot,fastica,none,std,,poly,,0.773211726077,,True,,,,2,True,entropy,30,sqrt,0.5839133888831,8,39,2048,best,0.8726907941721
ordinal,none,selectp,minmax,,none,,,32,,,,,,True,gini,38,all,0.733998673629,11,7,2048,random,0.0634941084644
onehot,kernel_pca,selectp,std,,none,rbf,0.4173024031762,66,False,,,28186.886028694225,,False,log_loss,40,all,0.7135381867437,22,15,2048,best,
none,ka_rbf,selectp,minmax,866,none,,,25,,,,348684.3974151541,,False,gini,98,log2,0.7117320695001,20,11,2048,best,
onehot,ka_rbf,selectp,std,661,none,,,35,True,,,1290.8927637678269,,False,log_loss,81,log2,0.0375603208256,2,23,2048,random,
ordinal,lda,selectp,std,,poly,,0.2313819205348,43,True,,,,2,False,entropy,15,all,0.9022994708991,19,4,2048,random,
ordinal,lda,none,none,,poly,,0.9878852190834,,,,,,2,True,gini,74,log2,0.4822431959125,24,49,2048,best,0.2579031490602
none,fastica,selectp,none,,poly,,0.0512288272351,92,,,,,2,True,entropy,18,all,0.1388614456014,1,34,2048,best,0.4842880006778
ordinal,fastica,none,none,,poly,,0.9463931829675,,,,,,2,False,entropy,27,all,0.4983549390567,15,6,2048,best,
none,ka_nystroem,none,none,446,none,sigmoid,,,,57.8635633205225,4.0,240202.74628922113,,False,log_loss,51,sqrt,0.4967862936181,21,42,2048,best,
onehot,lda,none,minmax,,poly,,0.0322545777519,,,,,,2,True,log_loss,42,log2,0.7097382920447,14,8,2048,best,0.0940314930971
ordinal,fastica,selectp,std,,poly,,0.1453653331751,68,True,,,,2,True,log_loss,78,sqrt,0.2402701547254,6,3,2048,random,0.0152592699482
ordinal,ka_rbf,none,none,646,none,,,,,,,0.005025186837,,True,entropy,13,sqrt,0.9844018582283,1,36,2048,random,0.9003313766027
none,agglomerator,none,minmax,,none,,0.8218674803792,,,,,,,False,gini,62,log2,0.2499414154821,12,14,2048,random,
onehot,ka_rbf,none,none,57,none,,,,,,,1.6215924237807,,False,log_loss,83,all,0.0619771460742,7,23,2048,best,
ordinal,pca,selectp,none,,none,,,68,,,,,,False,gini,33,sqrt,0.2788366202003,15,8,2048,best,
ordinal,agglomerator,none,minmax,,poly,,0.097677816139,,,,,,2,True,gini,38,log2,0.2517000559002,17,33,2048,best,0.6680671965134
ordinal,pca,selectp,minmax,,none,,,21,,,,,,True,gini,92,sqrt,0.2996463042176,6,14,2048,random,0.9424279605663
ordinal,kernel_pca,none,none,,none,sigmoid,0.1638879732257,,,93.2414761979363,2.0,0.0363198747362,,False,entropy,80,all,0.3556742312007,25,44,2048,random,
ordinal,ka_nystroem,selectp,std,989,none,sigmoid,,61,True,25.2406931972477,3.0,2989.6895978189964,,False,log_loss,19,log2,0.8051651807796,25,4,2048,best,
onehot,fastica,none,none,,none,,0.5627107041377,,,,,,,False,gini,36,log2,0.0597844359478,14,25,2048,random,
onehot,agglomerator,none,minmax,,poly,,0.1892064095172,,,,,,2,False,gini,15,log2,0.3545326700658,3,26,2048,best,
none,ka_nystroem,selectp,none,16,none,sigmoid,,88,,55.6233423198438,4.0,7.3370627e-06,,False,log_loss,37,log2,0.1037455429652,25,12,2048,best,
onehot,fastica,selectp,none,,poly,,0.5133401819557,98,,,,,2,False,gini,10,log2,0.98219664609,21,13,2048,random,
none,pca,none,none,,none,,,,,,,,,True,entropy,51,sqrt,0.1439717323142,10,42,2048,best,0.8489362235443
onehot,fastica,selectp,minmax,,poly,,0.5867431910009,10,,,,,2,True,gini,19,log2,0.4790349448088,16,6,2048,random,0.3354016013322
none,lda,selectp,std,,poly,,0.3834054485772,31,False,,,,2,False,entropy,53,sqrt,0.4800434326039,3,36,2048,random,
none,pca,none,std,,none,,,,True,,,,,False,log_loss,41,log2,0.7811782085685,6,19,2048,best,
ordinal,lda,none,std,,none,,0.5075545634526,,False,,,,,False,entropy,9,all,0.2721458712913,25,6,2048,best,
none,fastica,selectp,minmax,,poly,,0.8629365363523,80,,,,,2,False,log_loss,77,sqrt,0.7377738575167,25,28,2048,best,
ordinal,kernel_pca,none,minmax,,none,rbf,0.4472551642286,,,,,11399.751775778383,,True,log_loss,73,all,0.0263385591409,11,42,2048,best,0.4087223408638
none,ka_rbf,none,std,154,none,,,,True,,,0.0010653245148,,False,entropy,29,sqrt,0.9271504376473,14,9,2048,best,
none,ka_rbf,none,none,531,none,,,,,,,3.1561975e-06,,True,gini,65,log2,0.0989556512579,11,4,2048,best,0.9950537532784
ordinal,ka_nystroem,none,none,609,none,sigmoid,,,,45.3493652604286,5.0,0.0007512095586,,False,gini,55,log2,0.4808295043786,14,36,2048,random,
onehot,none,none,minmax,,poly,,,,,,,,2,True,gini,83,sqrt,0.1734297132617,13,35,2048,best,0.4682333305696
onehot,agglomerator,selectp,minmax,,poly,,0.7092816096729,62,,,,,2,False,gini,96,log2,0.3686167729658,5,45,2048,best,
onehot,kernel_pca,selectp,none,,none,poly,0.4688265952418,91,,29.5957956889645,3.0,3.1189091e-05,,False,gini,34,sqrt,0.6420205167695,23,22,2048,random,
ordinal,kernel_pca,none,minmax,,none,cosine,0.3604912118081,,,,,,,False,entropy,58,sqrt,0.1424721749765,2,31,2048,best,
ordinal,ka_rbf,none,minmax,891,none,,,,,,,0.0015197670548,,False,log_loss,30,log2,0.2891085199304,5,46,2048,best,
onehot,ka_rbf,none,none,479,none,,,,,,,17843.082039914338,,False,gini,53,log2,0.6791823327035,5,4,2048,random,
ordinal,fastica,none,std,,poly,,0.8106796046047,,True,,,,2,False,log_loss,36,log2,0.8445445475971,7,16,2048,best,
ordinal,kernel_pca,selectp,none,,none,rbf,0.797826897012,77,,,,0.0119082483081,,True,gini,26,sqrt,0.592897762401,11,12,2048,best,0.341960746412
onehot,ka_rbf,selectp,std,271,none,,,86,False,,,0.0005103148605,,False,gini,40,all,0.522984665279,11,14,2048,best,
onehot,ka_rbf,selectp,std,262,none,,,67,False,,,122.197752961563,,False,gini,0,sqrt,0.10960901227,4,28,2048,best,
none,pca,selectp,minmax,,none,,,28,,,,,,True,gini,13,sqrt,0.301099457329,15,11,2048,random,0.2210937557743
onehot,agglomerator,none,std,,poly,,0.9589246223196,,True,,,,2,False,gini,20,log2,0.2925254167003,23,28,2048,random,
none,none,none,std,,poly,,,,True,,,,2,True,gini,4,all,0.3700227270988,19,22,2048,random,0.7339469502192
none,lda,selectp,none,,none,,0.292701643918,32,,,,,,False,log_loss,79,all,0.5766234373,4,40,2048,random,
none,fastica,selectp,std,,none,,0.2106563226158,39,False,,,,,False,entropy,35,all,0.8002511926974,12,38,2048,random,
ordinal,ka_nystroem,none,minmax,79,none,sigmoid,,,,52.726585689106,5.0,0.0020497280701,,True,entropy,58,all,0.8931135181516,7,33,2048,random,0.8596284472231
ordinal,pca,selectp,minmax,,none,,,29,,,,,,True,gini,61,log2,0.061188884214,10,43,2048,random,0.0732488381015
ordinal,pca,selectp,none,,none,,,37,,,,,,True,log_loss,40,all,0.6500965350471,2,22,2048,best,0.5652509429365
ordinal,ka_rbf,selectp,minmax,632,none,,,84,,,,0.2420525877949,,True,gini,2,all,0.5924045964075,16,18,2048,random,0.1159130351626
ordinal,pca,none,none,,none,,,,,,,,,False,log_loss,71,sqrt,0.6009390590127,4,34,2048,best,
onehot,ka_nystroem,none,std,332,none,rbf,,,True,,,4.7360249e-06,,True,gini,74,log2,0.7933333118399,21,29,2048,best,0.4422045062241
onehot,lda,selectp,none,,none,,0.4611542063238,8,,,,,,False,log_loss,91,all,0.9378562651668,13,14,2048,random,
none,ka_rbf,selectp,minmax,15,none,,,16,,,,4.4791616e-06,,True,gini,13,log2,0.748256162221,13,33,2048,random,0.1538297296128
onehot,ka_rbf,none,none,749,none,,,,,,,5.32309906e-05,,True,entropy,12,log2,0.1716247004468,16,49,2048,random,0.9903158671743
ordinal,none,none,std,,none,,,,False,,,,,True,gini,99,log2,0.9546511627778,10,40,2048,best,0.0602446297641
none,agglomerator,selectp,minmax,,poly,,0.9073805145811,89,,,,,2,True,log_loss,75,log2,0.8652060263692,11,38,2048,best,0.0598634000274
onehot,ka_rbf,none,std,814,none,,,,False,,,1.31789924e-05,,False,log_loss,64,sqrt,0.2996554262487,16,25,2048,best,
none,ka_rbf,none,none,502,none,,,,,,,5.03158267e-05,,True,gini,36,all,0.1222523341319,21,20,2048,random,0.7768156492839
ordinal,agglomerator,selectp,none,,none,,0.537372083852,84,,,,,,False,entropy,30,all,0.8059906020293,6,28,2048,random,
ordinal,agglomerator,selectp,minmax,,poly,,0.2457409958634,58,,,,,2,False,entropy,6,log2,0.9763518248875,22,50,2048,random,
onehot,kernel_pca,selectp,std,,none,rbf,0.1009400938517,49,False,,,12.0035703037751,,False,entropy,95,sqrt,0.1274871080122,7,15,2048,best,
ordinal,ka_rbf,none,std,88,none,,,,False,,,3222.4653618767716,,True,entropy,1,sqrt,0.6513593483109,8,32,2048,random,0.943658936641
none,lda,none,none,,none,,0.7862338796553,,,,,,,False,log_loss,17,sqrt,0.0098368880463,20,17,2048,random,
none,lda,selectp,minmax,,none,,0.6849342508167,89,,,,,,False,log_loss,41,log2,0.035492907586,7,4,2048,random,
none,ka_rbf,none,std,820,none,,,,False,,,61219.68517004005,,False,entropy,98,log2,0.7851822102804,13,13,2048,random,
none,fastica,selectp,none,,none,,0.2425356007486,50,,,,,,False,entropy,49,sqrt,0.9407652066938,4,12,2048,random,
