pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,C,class_weight,dual,fit_intercept,intercept_scaling,loss,max_iter,multi_class,penalty,tol
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,4.06008179e-05,none,False,True,569.1632271528767,squared_hinge,4471,ovr,l2,0.0074804348385
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.190175e-07,balanced,True,False,11.5908169159874,hinge,7235,ovr,l2,0.1068208989082
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,527368750573.13617,none,False,False,544.7631292089105,squared_hinge,3129,ovr,l2,0.0100010481241
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,186912.64600146556,balanced,True,True,1.1134574635423,hinge,1360,ovr,l2,0.0726449641944
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.0892362e-06,none,True,True,2.7172954422808,hinge,610,ovo-scikit,l2,0.1132100151197
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2855.0846246888814,none,False,True,313.8148596092818,squared_hinge,170,ovr,l1,0.0012455562487
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.1031518407365,balanced,True,True,1.4914739597713,hinge,2430,ovr,l2,0.0001264465184
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,6.733459e-07,balanced,False,False,13.6837717061701,squared_hinge,241,ovr,l1,0.0217547254283
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,422.915617661366,none,False,False,5.2937381735873,squared_hinge,183,ovr,l2,0.0136721017218
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,964586498.6967416,none,True,False,1.4729222212713,hinge,143,ovr,l2,0.0045427115332
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1312625520.9423888,none,False,False,159.04497156516,squared_hinge,252,ovr,l2,0.3778213095301
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0006364096342,balanced,True,True,461.0651671840097,hinge,2311,ovr,l2,7.22649634e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.408e-10,none,True,True,281.0355461874348,hinge,2649,ovo-scikit,l2,0.0983659900593
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0027294508393,none,True,False,1.2238496896145,squared_hinge,3427,ovr,l2,0.9113423889648
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.079628e-07,none,False,False,251.065173499419,squared_hinge,6311,ovo-scikit,l2,0.0054511003992
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0070391395513,none,False,True,16.8501626987001,squared_hinge,2471,ovo-scikit,l2,0.337654034556
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,11027948.589407727,none,False,True,3.9483224765891,squared_hinge,363,ovo-scikit,l1,0.7975335797781
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.453e-10,none,False,False,141.1173367940952,squared_hinge,3120,ovr,l1,0.0105355136381
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,19.9818856757719,balanced,False,True,100.09548041037,squared_hinge,277,ovr,l2,0.0594628282288
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.1307926822666,none,True,False,19.0191343971494,hinge,202,ovo-scikit,l2,0.0007290738903
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,128.7767812755001,none,False,True,546.4969762278304,squared_hinge,2058,ovo-scikit,l1,0.0834258530629
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,353.6831929672928,balanced,False,False,2.1257058723625,squared_hinge,1112,ovo-scikit,l1,0.0017944367038
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,37876074372.64733,none,False,True,3.6442648017512,squared_hinge,4942,ovr,l2,0.0011727132416
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,4.281355e-07,none,True,True,112.5000526947348,hinge,163,ovo-scikit,l2,0.2906606318002
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,5.4e-12,none,True,True,456.5425232707283,hinge,269,ovr,l2,0.0371792730862
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,4.078e-10,none,False,True,1.6039932614974,squared_hinge,2977,ovr,l1,1.227759847946
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,5.3338944698706,balanced,True,True,387.0507685116448,hinge,164,ovo-scikit,l2,0.0002304993901
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,7.7796e-09,balanced,False,True,402.5068187826424,squared_hinge,341,ovr,l1,0.0061757441338
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,5.0851457150138,balanced,False,False,4.7267979608884,squared_hinge,577,ovr,l1,0.0010391857878
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.42952e-08,balanced,False,True,1.4501124977745,squared_hinge,1180,ovr,l2,7.2233932e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,7.834e-10,none,True,False,20.7720282906463,squared_hinge,166,ovr,l2,0.9990681660406
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,186.3992875685986,balanced,True,False,178.3283929914472,squared_hinge,2934,ovo-scikit,l2,0.0002496213945
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,5.156599e-07,none,False,False,14.466268157472,squared_hinge,1093,ovr,l1,0.0060876164003
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.2178263008745,none,True,True,26.9949920919271,squared_hinge,369,ovo-scikit,l2,0.5650396494247
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,99723.00889555336,balanced,False,False,17.5452903812526,squared_hinge,239,ovr,l2,0.9686058840865
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,4.773972611914,balanced,True,False,538.806787710098,squared_hinge,558,ovo-scikit,l2,0.4729967378722
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,346856.3787201023,none,True,True,5.6928341658066,hinge,239,ovo-scikit,l2,0.0047539477484
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,304426.77717148163,balanced,False,False,39.5371338606071,squared_hinge,8387,ovo-scikit,l2,0.8842568849425
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4359639716198,none,True,False,1.5223948416351,squared_hinge,784,ovr,l2,0.0001683553648
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,8.87545e-08,none,False,False,224.3418128985774,squared_hinge,560,ovr,l2,0.0003391148257
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,11136098510.411835,none,False,True,84.2835366194604,squared_hinge,1379,ovr,l1,0.0005033371809
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.5e-11,balanced,False,True,1.1801971315624,squared_hinge,996,ovr,l1,0.0003068879984
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0001229575979,balanced,True,False,51.2422270101406,hinge,1680,ovo-scikit,l2,6.31836067e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,252.1486546412669,balanced,False,True,845.7644908620138,squared_hinge,2127,ovr,l1,0.0002546452625
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0249601047401,none,False,False,224.4197049629362,squared_hinge,3343,ovr,l1,0.0058854175558
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.174e-10,balanced,False,True,2.4194925973418,squared_hinge,196,ovr,l2,0.0001632133318
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0194295856704,balanced,True,True,1.0313208221891,squared_hinge,2748,ovr,l2,0.0084419542421
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,24737.67351788911,none,True,False,2.5099794420017,squared_hinge,6717,ovo-scikit,l2,0.0002756015097
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,264.6957380201504,balanced,False,True,7.0857939217124,squared_hinge,2870,ovr,l2,0.0036067252906
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,4.92e-11,none,False,False,896.0467788791938,squared_hinge,163,ovr,l1,0.0258536442727
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,8.7650343585808,none,True,True,1.4115672960164,hinge,420,ovo-scikit,l2,0.0006831913787
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3128.132950034298,none,True,False,26.933533169933,squared_hinge,3760,ovr,l2,0.2205344214874
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.26e-11,none,True,True,597.7848683118578,hinge,110,ovr,l2,0.0315576533889
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2050846.3676657905,none,False,True,871.8333880866351,squared_hinge,7903,ovo-scikit,l2,0.008588878537
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,94.1779277130332,balanced,False,True,657.2019224130973,squared_hinge,1425,ovo-scikit,l2,0.0001868837581
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,127684.96689741414,none,True,True,51.4197727405713,hinge,155,ovo-scikit,l2,0.0261884178791
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0001011436069,balanced,True,True,1.1464847768618,hinge,996,ovo-scikit,l2,0.0003929308628
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.8283e-09,none,True,False,19.2842835403663,hinge,984,ovo-scikit,l2,0.4915311325056
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,124.0953111564702,balanced,False,True,3.5466002599498,squared_hinge,389,ovr,l2,0.0047250615788
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,46.0234753879703,balanced,False,True,1.0558463126576,squared_hinge,949,ovr,l2,0.3823524573243
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.81398e-08,balanced,True,True,39.7289458213009,squared_hinge,313,ovr,l2,0.0181993647803
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0274512100155,none,True,True,1.3525354446883,squared_hinge,1825,ovr,l2,0.1849442834687
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,14917831.180437865,none,False,True,139.4729502956382,squared_hinge,3368,ovr,l2,0.0128006053495
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0967296183039,balanced,True,False,1.3488437525202,squared_hinge,231,ovr,l2,0.011594118641
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.59395e-08,none,True,False,2.0382266864643,hinge,2640,ovo-scikit,l2,8.94887427e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,466347038.0889241,none,False,False,35.2191541354658,squared_hinge,637,ovo-scikit,l2,0.0105322692922
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,13.5164955965081,none,True,False,885.9032873402674,hinge,1482,ovo-scikit,l2,0.5296445047856
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.0805712924051,balanced,True,False,192.734734964311,hinge,1638,ovr,l2,4.8216107e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,6.3098251952885,none,True,False,3.3966433910343,hinge,4112,ovr,l2,0.1641302259817
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,9739.490427620545,balanced,True,True,542.3480037466195,squared_hinge,1005,ovo-scikit,l2,0.0001590654124
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.021e-10,none,False,False,75.7308343220886,squared_hinge,136,ovo-scikit,l2,0.0638525478925
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.68054718e-05,balanced,False,True,261.10834284363,squared_hinge,9410,ovo-scikit,l2,0.0002228300119
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1722424.6972265812,none,True,False,7.7031023322847,squared_hinge,796,ovo-scikit,l2,0.2560207887577
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3946649623.03987,none,False,True,366.2793212022475,squared_hinge,194,ovo-scikit,l2,0.0156800773035
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.14383e-07,balanced,True,False,4.1090107506152,hinge,205,ovo-scikit,l2,0.0026565101672
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.2305835e-06,none,True,False,17.9365800506448,hinge,189,ovo-scikit,l2,0.0018785892829
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,5.04e-11,none,False,True,1.4085379078837,squared_hinge,9353,ovr,l1,9.62980364e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.0831494130362,none,True,True,8.2108982806215,squared_hinge,1012,ovr,l2,6.73127664e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,11952508.919707673,balanced,True,True,21.689020852189,hinge,834,ovr,l2,0.5733968093496
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.1099727285205,balanced,True,False,101.0325418336142,squared_hinge,2767,ovr,l2,5.80646171e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0115938159111,balanced,False,True,2.1513433264306,squared_hinge,2243,ovo-scikit,l1,0.0158418614274
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,7e-12,none,True,True,39.2409700352068,squared_hinge,451,ovr,l2,0.1009205582488
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2788.474967508325,none,False,True,1.7498562978097,squared_hinge,9013,ovo-scikit,l1,0.5880828821442
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.071e-10,balanced,False,False,5.555047509054,squared_hinge,2883,ovo-scikit,l2,0.0199616019589
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0049179375587,none,False,False,1.7154459022486,squared_hinge,591,ovr,l1,0.0023634373172
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,26968986900.270367,none,True,False,12.8910731551959,squared_hinge,9993,ovr,l2,0.001653412413
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,63.2022648479933,none,False,True,293.8012664192254,squared_hinge,185,ovo-scikit,l1,5.9089481e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.1207e-09,balanced,True,True,3.1338023231191,hinge,1139,ovo-scikit,l2,7.29008848e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,62408.02491993394,none,False,True,74.5145194372284,squared_hinge,1583,ovo-scikit,l2,0.1960164549805
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.0252260483235,balanced,False,True,293.8977065305498,squared_hinge,698,ovo-scikit,l1,0.0022621928571
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.1150749550583,none,True,True,46.6834836373527,squared_hinge,8283,ovr,l2,0.0007428095229
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1e-12,balanced,False,True,29.8458255089258,squared_hinge,681,ovo-scikit,l1,0.0005459937712
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3e-12,none,False,True,6.836808743162,squared_hinge,594,ovo-scikit,l2,0.0112043360717
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.65889e-08,none,False,False,40.4326297751602,squared_hinge,157,ovr,l2,0.2930353994695
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0188590531879,none,False,True,109.4016030925106,squared_hinge,4148,ovr,l2,1.9756385333317
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,12298.048457197245,none,True,False,268.2437246887388,hinge,270,ovo-scikit,l2,0.004816644976
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.92053e-08,balanced,True,True,120.320914963718,hinge,2950,ovr,l2,0.0155957643963
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.14078193e-05,balanced,True,True,472.2902796082414,hinge,864,ovo-scikit,l2,0.5359019893754
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,585.1438467207321,none,True,False,17.5067149641121,hinge,1878,ovo-scikit,l2,0.0819025817701
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,11938546.78540181,balanced,True,False,1.3537134977279,squared_hinge,679,ovr,l2,1.0534534137698
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,187790.40401203817,none,False,True,765.8358263159696,squared_hinge,9073,ovo-scikit,l1,0.0003068153529
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.53066e-08,balanced,True,False,2.3075213486699,hinge,133,ovr,l2,0.0001438231426
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,717436.933906262,none,True,False,350.8867787149003,hinge,209,ovo-scikit,l2,1.7316496499259
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,5.79e-10,balanced,True,True,41.8296733669986,squared_hinge,6320,ovr,l2,7.68641316e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,35849.361641006304,balanced,True,True,216.4494199266272,hinge,243,ovr,l2,0.4940207002026
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,4.852e-10,balanced,False,True,94.4914902710108,squared_hinge,422,ovo-scikit,l2,0.0008576608515
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.4992212007562,balanced,True,False,34.8182668397221,squared_hinge,1381,ovo-scikit,l2,0.0001426004678
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0188246510941,balanced,False,True,4.1225330127587,squared_hinge,385,ovr,l2,0.6396308293548
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1695.0303205641005,balanced,True,False,2.7856054240392,hinge,138,ovr,l2,0.0083243424586
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.8533102985331,none,True,False,59.1097846640581,squared_hinge,292,ovr,l2,0.0760584958432
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1191.5089842107614,none,True,True,1.1129808066212,hinge,435,ovr,l2,1.0755887777169
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,139458.49594984984,none,False,True,374.280826719374,squared_hinge,126,ovr,l1,0.0008349084256
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.7673510064359,balanced,False,False,149.9990354508604,squared_hinge,202,ovo-scikit,l1,0.1905136120708
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,6.1873347e-06,none,False,False,729.0102473982976,squared_hinge,4518,ovr,l1,0.261755248246
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,6.38856597e-05,none,False,True,182.260751191363,squared_hinge,1098,ovr,l2,0.0346461212722
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.716562588978,none,False,True,37.0718128802795,squared_hinge,277,ovr,l2,0.2670803692194
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.3e-12,none,True,False,9.3267087992096,squared_hinge,3321,ovo-scikit,l2,0.0283669942425
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,9.199e-10,none,False,False,15.6871389605603,squared_hinge,4813,ovo-scikit,l2,0.6193368873811
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.004966865813,balanced,False,True,24.0385486719274,squared_hinge,161,ovr,l1,0.0013577048976
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.37e-11,none,False,False,28.6258422949974,squared_hinge,655,ovo-scikit,l2,0.0009867679568
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.1e-12,none,True,True,4.8162232281547,squared_hinge,633,ovo-scikit,l2,0.0158215570433
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0004373684212,none,False,False,43.2427562588517,squared_hinge,131,ovo-scikit,l2,0.3788600862184
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,116657.77085681849,none,False,True,86.1077287977599,squared_hinge,657,ovo-scikit,l2,0.0006398958112
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,30.7707211732079,balanced,True,False,558.4924009015606,squared_hinge,366,ovr,l2,0.00766464012
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,58014.69458366231,balanced,False,True,153.1366375155939,squared_hinge,5335,ovr,l2,1.3379869862514
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.586e-10,balanced,False,True,25.9927486047428,squared_hinge,206,ovr,l1,0.0582650229279
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.72e-11,balanced,True,True,3.6630021878777,squared_hinge,120,ovr,l2,0.0028928273683
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.00222e-07,balanced,False,False,11.2735879165256,squared_hinge,637,ovo-scikit,l2,0.0631183105545
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,1.29366779992,balanced,True,False,244.7936352784258,hinge,762,ovo-scikit,l2,0.0735484569412
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,102734.38194470081,balanced,True,True,18.5135819531213,squared_hinge,324,ovr,l2,0.0048326395078
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0003318882888,balanced,False,False,17.5873510509317,squared_hinge,4412,ovo-scikit,l2,0.0007660074471
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,2.55e-11,none,True,True,7.4831299222461,squared_hinge,180,ovo-scikit,l2,0.0001251201423
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,3.04352e-06,none,True,False,13.6648973571352,squared_hinge,4023,ovo-scikit,l2,0.000881252186
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,44700843391.80947,balanced,True,True,13.6649177944934,squared_hinge,144,ovo-scikit,l2,0.004857195794
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0008246018829,balanced,True,True,19.1517741152216,squared_hinge,238,ovo-scikit,l2,0.0229865894071
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.0012933406754,balanced,False,True,299.7732718113022,squared_hinge,9101,ovr,l2,0.0528100057005
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,186340.93121989068,none,False,False,891.2535653110187,squared_hinge,1271,ovr,l2,7.34343566e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,7.9e-12,balanced,True,False,4.5890138367935,hinge,3802,ovo-scikit,l2,6.4284321e-05
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,318076.8748106606,none,True,True,392.4114844148534,squared_hinge,2265,ovo-scikit,l2,0.0040615185081
ordinal,agglomerator,none,minmax,,none,,0.4161280291634,,,,,,,6.7207136e-06,none,True,False,20.1667186533182,hinge,2438,ovr,l2,0.0068734109894
onehot,pca,none,none,,none,,,,,,,,,39.6063321865598,none,False,True,339.7811086533389,squared_hinge,250,ovo-scikit,l1,1.3798085975452
onehot,ka_nystroem,selectp,minmax,252,none,poly,,74,,80.7797135962429,4.0,0.0003368028403,,0.0583711904343,balanced,True,False,10.6409691509888,hinge,1908,ovr,l2,0.0046546741107
none,agglomerator,none,none,,none,,0.633122187354,,,,,,,1139.5157367712459,none,False,True,371.7821516627334,squared_hinge,2934,ovo-scikit,l1,0.0001140805728
onehot,agglomerator,none,std,,none,,0.4407903999286,,False,,,,,5.52398e-08,balanced,True,True,223.9370939335931,squared_hinge,250,ovr,l2,0.1443065994088
ordinal,pca,none,minmax,,none,,,,,,,,,0.4039875858569,balanced,True,False,733.8358220419702,squared_hinge,972,ovo-scikit,l2,0.0512432182704
none,kernel_pca,none,std,,none,sigmoid,0.554919969294,,False,73.1097930887799,3.0,288.580224543456,,28667298.596933875,none,False,True,1.3926123576316,squared_hinge,2056,ovo-scikit,l1,0.0005392136767
ordinal,ka_rbf,none,minmax,916,none,,,,,,,3774.3983775912902,,1042.3394744556401,balanced,True,False,817.6451478897046,squared_hinge,1353,ovr,l2,0.0059728487022
onehot,none,none,none,,none,,,,,,,,,1094756.8013297422,balanced,False,False,4.9457582415984,squared_hinge,4136,ovo-scikit,l2,0.0002181874638
onehot,ka_rbf,selectp,std,265,none,,,39,False,,,13.9649997801595,,2.0966382e-06,none,True,True,3.4992983843928,squared_hinge,3373,ovo-scikit,l2,0.0003115687822
ordinal,agglomerator,selectp,std,,poly,,0.4178332804925,23,False,,,,2,1.73576e-08,balanced,True,False,24.1017494041302,hinge,2676,ovo-scikit,l2,0.0040112321057
onehot,ka_nystroem,selectp,minmax,146,none,rbf,,85,,,,212866.39495117904,,5.289432e-07,balanced,True,False,59.9620667814186,hinge,572,ovr,l2,8.94201671e-05
onehot,lda,selectp,std,,poly,,0.8833847684779,45,False,,,,2,282.5208440697744,balanced,False,False,84.6896383443041,squared_hinge,1295,ovo-scikit,l2,0.0272490015934
ordinal,fastica,none,minmax,,poly,,0.4787377759403,,,,,,2,6.8441e-09,none,True,False,102.0609992021968,squared_hinge,2535,ovr,l2,0.0007408649888
onehot,ka_nystroem,selectp,std,294,none,cosine,,40,True,,,,,1.319e-09,none,True,False,16.306014993194,hinge,327,ovo-scikit,l2,0.0011054959158
onehot,lda,none,minmax,,poly,,0.0612253326473,,,,,,2,595320000.8504146,none,False,False,66.7125198836245,squared_hinge,969,ovr,l2,0.0001285990427
